InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Bob Heise,11,1144,104,283,43,3,1,86,3,.247,.293,0,335,0,1977,heisebo01
FALSE,FALSE,Phil Todt,8,3415,372,880,183,58,57,453,29,.258,.395,0,1350,0,1931,todtph01
FALSE,FALSE,Jimmy Cooney,3,1302,221,315,35,14,4,118,77,.242,.300,0,390,0,1892,cooneji01
FALSE,FALSE,Damon Hollins,4,712,85,172,39,1,28,86,11,.242,.417,0,297,0,2006,hollida02
FALSE,FALSE,Fred Hatfield,9,2039,259,493,67,10,25,165,15,.242,.321,0,655,0,1958,hatfifr01
FALSE,FALSE,Pop Smith,12,4238,643,941,141,87,24,358,169,.222,.313,0,1328,0,1891,smithpo01
FALSE,FALSE,Count Campau,3,572,97,153,14,15,10,93,63,.267,.397,0,227,0,1894,campaco01
FALSE,FALSE,Red Barnes,4,836,152,225,41,24,8,97,12,.269,.404,0,338,0,1930,barnere01
FALSE,FALSE,Jim Gilliam,14,7119,1163,1889,304,71,65,558,203,.265,.355,2,2530,2,1966,gilliji01
FALSE,FALSE,Cliff Carroll,11,3972,729,995,125,47,31,423,197,.251,.329,0,1307,0,1893,carrocl01
FALSE,FALSE,Paul Zuvella,9,491,41,109,17,2,2,20,2,.222,.277,0,136,0,1991,zuvelpa01
FALSE,FALSE,Travis Snider,8,1783,214,435,100,7,54,212,22,.244,.399,0,711,0,2015,snidetr01
FALSE,FALSE,Stan Jefferson,6,832,125,180,25,9,16,67,60,.216,.326,0,271,0,1991,jeffest01
FALSE,FALSE,Clyde Barnhart,9,2673,404,788,121,61,27,436,35,.295,.416,0,1112,0,1928,barnhcl01
FALSE,FALSE,Reid Nichols,8,1160,156,308,63,8,22,131,27,.266,.391,0,453,0,1987,nichore01
FALSE,FALSE,Bobby Mattick,5,690,54,161,31,1,0,64,7,.233,.281,0,194,0,1942,mattibo01
FALSE,FALSE,Johnny Cooney,20,3372,409,965,130,26,2,219,30,.286,.342,0,1153,0,1944,coonejo01
FALSE,FALSE,Mickey Klutts,8,536,49,129,26,1,14,59,1,.241,.371,0,199,0,1983,kluttmi01
FALSE,FALSE,Jett Bandy,4,444,43,97,17,0,16,45,2,.218,.365,0,162,0,2018,bandyje01
FALSE,FALSE,Davey Williams,6,1785,235,450,61,10,32,163,6,.252,.351,1,627,0,1955,willida03
FALSE,FALSE,Mike Aldrete,10,2147,277,565,104,9,41,271,19,.263,.377,0,810,0,1996,aldremi01
FALSE,FALSE,Jesse Levis,9,654,66,167,23,1,3,60,2,.255,.307,0,201,0,2001,levisje01
FALSE,FALSE,Jeremy Hermida,8,2012,248,517,104,9,65,250,22,.257,.415,0,834,0,2012,hermije01
FALSE,FALSE,Emil Brown,10,2249,296,581,112,12,59,326,52,.258,.398,0,894,0,2009,brownem01
FALSE,FALSE,Damian Miller,11,3182,361,834,205,4,87,406,5,.262,.411,1,1308,0,2007,milleda02
FALSE,FALSE,Bob Dernier,10,2483,374,634,92,16,23,152,218,.255,.333,0,827,1,1989,dernibo01
FALSE,FALSE,Danny Taylor,9,2190,388,650,121,37,44,305,56,.297,.446,0,977,0,1936,tayloda01
FALSE,FALSE,Mike Bordick,14,5770,676,1500,257,30,91,626,96,.260,.362,2,2090,0,2003,bordimi01
FALSE,FALSE,Dick Stuart,10,3997,506,1055,157,30,228,743,2,.264,.489,1,1956,1,1969,stuardi01
FALSE,FALSE,Johnny Peacock,9,1734,175,455,74,16,1,194,14,.262,.325,0,564,0,1945,peacojo01
FALSE,FALSE,Hugh Bradley,5,913,84,238,46,12,2,117,23,.261,.344,0,314,0,1915,bradlhu01
FALSE,FALSE,Ron Calloway,2,424,40,95,19,1,10,62,11,.224,.344,0,146,0,2004,calloro01
FALSE,FALSE,Walter Holke,11,4456,464,1278,153,58,24,487,81,.287,.363,0,1619,0,1925,holkewa01
FALSE,FALSE,Walt Alexander,5,405,26,76,18,3,1,24,5,.188,.254,0,103,0,1917,alexawa01
FALSE,FALSE,Joe Ward,3,465,47,110,18,9,0,47,12,.237,.314,0,146,0,1910,wardjo04
FALSE,FALSE,Merv Shea,11,1197,105,263,39,7,5,115,8,.220,.277,0,331,0,1944,sheame01
FALSE,FALSE,Buddy Hassett,7,3517,469,1026,130,40,12,343,53,.292,.362,0,1272,1,1942,hassebu01
FALSE,FALSE,Moises Sierra,4,469,51,110,27,3,9,41,6,.235,.362,0,170,0,2018,sierrmo01
FALSE,FALSE,Gil Torres,4,1271,99,320,40,11,0,119,20,.252,.301,0,382,0,1946,torregi01
FALSE,FALSE,Skip Schumaker,11,3252,416,905,169,13,28,284,26,.278,.364,0,1184,0,2015,schumsk01
FALSE,FALSE,Morris Nettles,2,469,77,116,15,0,0,31,42,.247,.279,0,131,0,1975,nettlmo01
FALSE,FALSE,Jo-Jo White,9,2652,456,678,83,42,8,229,92,.256,.328,0,869,0,1944,whitejo01
FALSE,FALSE,Darrin Jackson,12,2629,311,676,114,15,80,317,43,.257,.403,0,1060,0,1999,jacksda03
FALSE,FALSE,Bert Daniels,5,1903,295,486,76,40,5,130,159,.255,.345,0,657,0,1914,daniebe01
FALSE,FALSE,Cliff Pennington,11,2799,324,678,120,21,36,242,84,.242,.339,0,948,0,2018,pennicl01
FALSE,FALSE,Bob Maier,1,486,58,128,25,7,1,34,7,.263,.350,0,170,0,1945,maierbo01
FALSE,FALSE,Miguel Ojeda,4,486,49,109,17,1,15,72,2,.224,.356,0,173,0,2006,ojedami01
FALSE,FALSE,Fred Payne,6,903,83,194,16,12,1,88,21,.215,.262,0,237,0,1911,paynefr01
FALSE,FALSE,Ted Kazanski,6,1329,118,288,49,9,14,116,4,.217,.299,0,397,0,1958,kazante01
FALSE,FALSE,Chris James,10,3040,343,794,145,24,90,386,27,.261,.413,0,1257,0,1995,jamesch02
FALSE,FALSE,Mike Lum,15,3554,404,877,128,20,90,431,13,.247,.370,0,1315,0,1981,lummi01
FALSE,FALSE,Andy Dirks,3,971,150,268,47,7,24,100,13,.276,.413,0,401,0,2013,dirksan01
FALSE,FALSE,Bob Geren,5,765,62,178,21,1,22,76,0,.233,.349,0,267,0,1993,gerenbo01
FALSE,FALSE,Jerry Turner,10,1742,222,448,73,9,45,238,45,.257,.387,0,674,0,1983,turneje01
FALSE,FALSE,Bris Lord,8,2767,380,707,119,49,13,236,74,.256,.348,0,963,0,1913,lordbr01
FALSE,FALSE,Darnell Coles,14,2891,333,709,142,14,75,368,20,.245,.382,0,1104,0,1997,colesda01
FALSE,FALSE,Barry Evans,5,501,40,126,17,3,2,41,3,.251,.309,0,155,0,1982,evansba01
FALSE,FALSE,Jim Canavan,5,2072,326,464,63,49,30,291,114,.224,.345,0,715,0,1897,canavji01
FALSE,FALSE,Floyd Baker,13,2280,285,573,76,13,1,196,23,.251,.297,0,678,0,1955,bakerfl01
FALSE,FALSE,Andy Reese,4,1142,166,321,47,11,14,111,21,.281,.378,0,432,0,1930,reesera01
FALSE,FALSE,Thomas Howard,11,2483,297,655,123,22,44,264,66,.264,.384,0,954,0,2000,howarth01
FALSE,FALSE,Alex Arias,11,1773,203,470,84,6,18,196,10,.265,.350,0,620,0,2002,ariasal01
FALSE,FALSE,Frank Torre,7,1482,150,404,78,15,13,179,4,.273,.372,0,551,0,1963,torrefr01
FALSE,FALSE,Marv Rickert,6,1149,139,284,45,9,19,145,4,.247,.352,0,404,0,1950,rickema01
FALSE,FALSE,Todd Benzinger,9,2856,316,733,135,18,66,376,21,.257,.386,0,1102,0,1995,benzito01
FALSE,FALSE,Randy Jackson,10,3203,412,835,115,44,103,415,36,.261,.421,2,1347,0,1959,jacksra01
FALSE,FALSE,Augie Bergamo,2,496,86,151,23,5,5,63,0,.304,.401,0,199,0,1945,bergaau01
FALSE,FALSE,Billy Cowan,8,1190,131,281,44,8,40,125,17,.236,.387,0,461,0,1972,cowanbi01
FALSE,FALSE,Frank Croucher,4,935,94,235,37,5,7,86,4,.251,.324,0,303,0,1942,croucfr01
FALSE,FALSE,Vern Fuller,6,785,67,182,33,4,14,65,6,.232,.338,0,265,0,1970,fulleve01
FALSE,FALSE,Merv Rettenmund,13,2555,393,693,114,16,66,329,68,.271,.406,0,1037,1,1980,retteme01
FALSE,FALSE,Tim Laudner,9,2038,221,458,97,5,77,263,3,.225,.391,1,796,0,1989,laudnti01
FALSE,FALSE,Jim Mason,9,1584,140,322,53,12,12,114,2,.203,.275,0,435,0,1979,masonji01
FALSE,FALSE,Danny Walton,9,779,69,174,27,4,28,107,4,.223,.376,0,293,0,1980,waltoda01
FALSE,FALSE,Bob Boyd,9,1936,253,567,81,23,19,175,9,.293,.388,0,751,0,1961,boydbo01
FALSE,FALSE,Jim Rivera,10,3552,503,911,155,56,83,422,160,.256,.402,0,1427,0,1961,riverji01
FALSE,FALSE,Sam Crane,7,1359,183,276,30,18,3,45,26,.203,.258,0,351,0,1890,cranesa01
FALSE,FALSE,John Corkhill,10,4404,650,1120,110,80,31,631,137,.254,.337,0,1483,0,1892,corkhpo01
FALSE,FALSE,Jerry Narron,8,840,64,177,23,2,21,96,0,.211,.318,0,267,0,1987,narroje01
FALSE,FALSE,Michael Martinez,7,571,67,111,16,2,6,42,4,.194,.261,0,149,0,2017,martimi02
FALSE,FALSE,Jose Ortiz,3,449,68,109,15,2,14,51,6,.243,.379,0,170,0,2002,ortizjo02
FALSE,FALSE,Cliff Heathcote,15,4443,643,1222,206,55,42,448,191,.275,.375,0,1664,0,1932,heathcl01
FALSE,FALSE,George Whitted,11,3630,440,978,145,60,23,451,116,.269,.361,0,1312,0,1922,whittpo01
FALSE,FALSE,Rich Gedman,13,3159,331,795,176,12,88,382,3,.252,.399,2,1259,1,1992,gedmari01
FALSE,FALSE,Duke Farrell,18,5682,829,1572,211,123,52,916,150,.277,.385,0,2185,0,1905,farredu01
FALSE,FALSE,Jimmie Coker,9,592,44,137,15,4,16,70,1,.231,.351,0,208,0,1967,cokerji01
FALSE,FALSE,Frank O'Rourke,14,4069,547,1032,196,42,15,430,100,.254,.333,0,1357,0,1931,orourfr01
FALSE,FALSE,Bill Keister,7,2433,400,758,133,63,18,400,131,.312,.440,0,1071,0,1903,keistbi01
FALSE,FALSE,Bob Skinner,12,4318,642,1198,197,58,103,531,67,.277,.421,2,1820,0,1966,skinnbo01
FALSE,FALSE,Billy Hoy,14,7115,1429,2048,248,121,40,725,596,.288,.374,0,2658,0,1902,hoydu01
FALSE,FALSE,Tommy Corcoran,18,8824,1189,2259,289,155,34,1137,388,.256,.335,0,2960,0,1907,corcoto01
FALSE,FALSE,Ken Reitz,11,4777,366,1243,243,12,68,548,10,.260,.359,1,1714,1,1982,reitzke01
FALSE,FALSE,Dalton Jones,9,2329,268,548,91,19,41,237,20,.235,.343,0,800,0,1972,jonesda03
FALSE,FALSE,Tommie Reynolds,8,1170,141,265,35,5,12,87,12,.226,.296,0,346,0,1972,reynoto01
FALSE,FALSE,Steve Ontiveros,8,2193,230,600,111,10,24,224,5,.274,.366,0,803,0,1980,ontivst01
FALSE,FALSE,Dave Nelson,10,2578,340,630,77,19,20,211,187,.244,.312,1,805,0,1977,nelsoda01
FALSE,FALSE,Chick Stahl,10,5069,858,1546,219,118,36,622,189,.305,.416,0,2109,0,1906,stahlch01
FALSE,FALSE,Tommy Matchick,6,826,63,178,21,6,4,64,6,.215,.270,0,223,0,1972,matchto01
FALSE,FALSE,Marv Owen,9,3782,473,1040,167,44,31,497,30,.275,.367,0,1388,1,1940,owenma01
FALSE,FALSE,Ted Uhlaender,8,2932,343,772,114,21,36,285,52,.263,.353,0,1036,0,1972,uhlaete01
FALSE,FALSE,Alex Ochoa,8,2143,320,597,131,19,46,261,56,.279,.422,0,904,0,2002,ochoaal01
FALSE,FALSE,Brian Anderson,5,799,108,181,47,1,22,80,13,.227,.370,0,296,0,2009,anderbr03
FALSE,FALSE,Ike Caveney,4,1577,173,410,61,24,13,196,15,.260,.354,0,558,0,1925,cavenik01
FALSE,FALSE,Willie Aikens,8,2492,301,675,125,2,110,415,3,.271,.455,0,1134,0,1985,aikenwi01
FALSE,FALSE,Ernie Orsatti,9,2165,306,663,129,39,10,237,46,.306,.416,0,900,0,1935,orsater01
FALSE,FALSE,Jimmie Reese,3,742,123,206,39,4,8,70,7,.278,.373,0,277,0,1932,reeseji01
FALSE,FALSE,Steve Boros,7,1255,141,308,50,7,26,149,11,.245,.359,0,450,0,1965,borosst01
FALSE,FALSE,Josh Fields,5,713,95,167,25,3,34,107,3,.234,.421,0,300,0,2010,fieldjo02
FALSE,FALSE,Carl Reynolds,13,4495,672,1357,247,107,80,699,112,.302,.458,0,2058,0,1939,reynoca01
FALSE,FALSE,Paddy Livingston,7,574,48,120,17,12,0,45,9,.209,.280,0,161,0,1917,livinpa01
FALSE,FALSE,Tony Conigliaro,8,3221,464,849,139,23,166,516,20,.264,.476,1,1532,1,1975,conigto01
FALSE,FALSE,Phil Tomney,3,882,148,205,32,12,5,100,64,.232,.313,0,276,0,1890,tomneph01
FALSE,FALSE,Max Marshall,3,1267,140,311,41,16,15,105,15,.245,.339,0,429,0,1944,marshma01
FALSE,FALSE,Bob Coluccio,5,1095,141,241,38,15,26,114,33,.220,.353,0,387,0,1978,colucbo01
FALSE,FALSE,Rick Auerbach,11,1407,167,309,56,5,9,86,36,.220,.286,0,402,0,1981,auerbri01
FALSE,FALSE,Tom Lawless,8,531,78,110,17,2,2,24,53,.207,.258,0,137,0,1990,lawleto01
FALSE,FALSE,Ramon Vazquez,9,1951,244,496,86,17,22,176,20,.254,.350,0,682,0,2009,vazqura01
FALSE,FALSE,Herm McFarland,5,1278,204,340,61,28,13,167,64,.266,.388,0,496,0,1903,mcfarhe01
FALSE,FALSE,Rich Becker,8,2227,345,570,100,12,45,243,66,.256,.372,0,829,0,2000,beckeri01
FALSE,FALSE,Steve Kemp,11,4058,581,1128,179,25,130,634,39,.278,.431,1,1747,0,1988,kempst01
FALSE,FALSE,Nap Reyes,4,931,90,264,35,11,13,110,5,.284,.387,0,360,0,1950,reyesna01
FALSE,FALSE,Jack Ryan,13,2192,245,476,69,29,4,189,32,.217,.281,0,615,0,1913,ryanja01
FALSE,FALSE,Hub Walker,5,779,117,205,43,6,5,60,26,.263,.353,0,275,0,1945,walkehu01
FALSE,FALSE,Pete Whisenant,8,988,140,221,46,8,37,134,17,.224,.399,0,394,0,1961,whisepe01
FALSE,FALSE,Brian Dorsett,8,411,38,92,15,0,9,51,0,.224,.326,0,134,0,1996,dorsebr01
FALSE,FALSE,Kevin Cash,8,641,51,117,25,0,12,58,0,.183,.278,0,178,0,2010,cashke01
FALSE,FALSE,Gair Allie,1,418,38,83,8,6,3,30,1,.199,.268,0,112,0,1954,alliega01
FALSE,FALSE,Russ Davis,8,1980,261,508,108,6,84,276,16,.257,.444,0,880,0,2001,davisru01
FALSE,FALSE,Red Downs,3,790,67,179,30,11,3,94,13,.227,.304,0,240,0,1912,downsre01
FALSE,FALSE,Dib Williams,6,1574,198,421,74,12,29,201,7,.267,.385,0,606,0,1935,willidi01
FALSE,FALSE,Cody Asche,5,1238,129,290,71,4,32,129,5,.234,.376,0,465,0,2017,ascheco01
FALSE,FALSE,Jerry Martin,11,2652,337,666,130,17,85,345,38,.251,.409,0,1085,0,1984,martije01
FALSE,FALSE,Ollie O'Mara,6,1478,166,341,49,8,2,77,46,.231,.279,0,412,0,1919,omaraol01
FALSE,FALSE,Johnny Rucker,6,2617,354,711,105,39,21,214,35,.272,.366,0,957,0,1946,ruckejo01
FALSE,FALSE,Carlos Ruiz,12,3539,405,935,223,7,71,415,25,.264,.391,1,1385,0,2017,ruizca01
FALSE,FALSE,Preston Ward,9,2067,219,522,83,15,50,262,7,.253,.380,0,785,0,1959,wardpr01
FALSE,FALSE,Bruce Ogrodowski,2,516,65,119,25,4,4,51,2,.231,.318,0,164,0,1937,ogrodbr01
FALSE,FALSE,George Shoch,11,2540,414,671,89,28,10,323,138,.264,.333,0,846,0,1897,shochge01
FALSE,FALSE,Steve Nicosia,8,938,86,233,52,3,11,88,5,.248,.345,0,324,0,1985,nicosst01
FALSE,FALSE,Joe Gunson,4,826,96,174,21,6,0,68,4,.211,.251,0,207,0,1893,gunsojo01
FALSE,FALSE,Nick Evans,5,408,56,105,30,3,10,53,0,.257,.419,0,171,0,2014,evansni01
FALSE,FALSE,Rich Renteria,5,422,42,100,20,2,4,41,2,.237,.322,0,136,0,1994,renteri01
FALSE,FALSE,Wally Smith,3,510,56,117,15,11,2,53,12,.229,.314,0,160,0,1914,smithwa01
FALSE,FALSE,Jeremy Giambi,6,1417,219,372,75,3,52,209,1,.263,.430,0,609,0,2003,giambje01
FALSE,FALSE,Mike Marshall,11,3593,433,971,173,8,148,530,26,.270,.446,1,1604,0,1991,marshmi02
FALSE,FALSE,Felix Mantilla,11,2707,360,707,97,10,89,330,27,.261,.403,1,1091,0,1966,mantife01
FALSE,FALSE,Michael McKenry,7,839,94,200,48,3,29,103,2,.238,.406,0,341,0,2016,mckenmi01
FALSE,FALSE,Trot Nixon,12,3627,579,995,222,28,137,555,30,.274,.464,0,1684,0,2008,nixontr01
FALSE,FALSE,Sean Berry,11,2413,310,657,153,10,81,369,47,.272,.445,0,1073,0,2000,berryse01
FALSE,FALSE,Ed Konetchy,15,7649,972,2150,344,182,74,992,255,.281,.403,0,3080,0,1921,koneted01
FALSE,FALSE,Tommy Sheehan,4,1011,96,238,26,8,1,88,32,.235,.280,0,283,0,1908,sheehto01
FALSE,FALSE,Frank Delahanty,6,986,109,223,22,22,5,94,50,.226,.308,0,304,0,1915,delahfr01
FALSE,FALSE,Terry Jones,5,530,78,128,21,5,1,34,27,.242,.306,0,162,0,2001,joneste02
FALSE,FALSE,John Radcliff,5,812,198,229,32,9,2,113,9,.282,.351,0,285,0,1875,radcljo01
FALSE,FALSE,Ed Goodson,8,1266,108,329,51,2,30,170,1,.260,.374,0,474,0,1977,goodsed01
FALSE,FALSE,Jayson Nix,7,1305,143,277,55,2,38,130,36,.212,.345,0,450,0,2014,nixja01
FALSE,FALSE,Steve Bilko,10,1738,220,432,85,13,76,276,2,.249,.444,0,771,0,1962,bilkost01
FALSE,FALSE,Max West,7,2676,338,681,136,20,77,380,19,.254,.407,1,1088,0,1948,westma02
FALSE,FALSE,Joe Borchard,6,716,89,147,23,2,26,77,5,.205,.352,0,252,0,2007,borchjo01
FALSE,FALSE,Don Landrum,8,1160,151,272,36,8,12,75,36,.234,.310,0,360,0,1966,landrdo01
FALSE,FALSE,Pat Tabler,12,3911,454,1101,190,25,47,512,16,.282,.379,1,1482,0,1992,tablepa01
FALSE,FALSE,Dick Buckley,8,1833,213,449,72,14,26,216,25,.245,.342,0,627,0,1895,buckldi01
FALSE,FALSE,Rowland Office,11,2413,259,626,101,11,32,242,27,.259,.350,0,845,0,1983,officro01
FALSE,FALSE,Tim Bogar,9,1516,180,345,69,9,24,161,13,.228,.332,0,504,0,2001,bogarti01
FALSE,FALSE,Lew Brown,7,1531,205,379,83,31,10,169,0,.248,.362,0,554,0,1884,brownle01
FALSE,FALSE,Raul Chavez,11,680,48,157,27,1,7,65,4,.231,.304,0,207,0,2009,chavera01
FALSE,FALSE,Jason Kubel,10,3480,442,913,187,19,140,564,12,.262,.448,0,1558,0,2014,kubelja01
FALSE,FALSE,Johnny Dickshot,6,990,142,273,35,19,7,116,23,.276,.371,0,367,0,1945,dicksjo01
FALSE,FALSE,Glenn Braggs,7,2336,308,601,102,16,70,321,58,.257,.405,0,945,0,1992,bragggl01
FALSE,FALSE,Sandy Valdespino,7,765,96,176,23,3,7,67,14,.230,.295,0,226,0,1971,valdesa01
FALSE,FALSE,Emil Frisk,4,506,73,135,15,6,4,45,7,.267,.344,0,174,0,1907,friskem01
FALSE,FALSE,Mike Macfarlane,13,3602,458,906,221,17,129,514,12,.252,.430,0,1548,0,1999,macfami01
FALSE,FALSE,Jimmy Ryan,18,8172,1643,2513,451,157,118,1093,419,.308,.444,0,3632,0,1903,ryanji01
FALSE,FALSE,Rusty Torres,9,1314,159,279,45,5,35,126,13,.212,.334,0,439,0,1980,torreru01
FALSE,FALSE,Larry Milbourne,11,2448,290,623,71,24,11,184,41,.254,.317,0,775,0,1984,milbola01
FALSE,FALSE,Ed McKean,13,6894,1227,2084,272,158,67,1124,324,.302,.417,0,2873,0,1899,mckeaed01
FALSE,FALSE,Jimmy Knowles,5,1388,185,334,40,28,9,132,83,.241,.329,0,457,0,1892,knowlji01
FALSE,FALSE,Dick Cole,6,1215,106,303,50,10,2,107,2,.249,.312,0,379,0,1957,coledi01
FALSE,FALSE,George Alusik,5,652,75,167,31,2,23,93,1,.256,.416,0,271,0,1964,alusige01
FALSE,FALSE,Eddie Robinson,13,4282,546,1146,172,24,172,723,10,.268,.440,4,1882,0,1957,robined01
FALSE,FALSE,Joseph Morrissey,3,841,61,195,31,1,0,45,7,.232,.271,0,228,0,1936,morrijo05
FALSE,FALSE,Frank Roth,6,783,83,196,32,8,1,75,19,.250,.315,0,247,0,1910,rothfr01
FALSE,FALSE,Ed Sprague,11,4095,506,1010,225,12,152,558,6,.247,.419,1,1715,0,2001,spraged02
FALSE,FALSE,Rusty Peters,10,1222,123,289,53,16,8,117,9,.236,.326,0,398,0,1947,peterru02
FALSE,FALSE,George Dickey,6,494,36,101,12,0,4,54,4,.204,.253,0,125,0,1947,dickege02
FALSE,FALSE,Carl Lind,4,981,131,267,53,5,1,74,9,.272,.339,0,333,0,1930,lindca01
FALSE,FALSE,Arnold Hauser,5,1468,180,349,33,20,6,137,68,.238,.300,0,440,0,1915,hausear01
FALSE,FALSE,Bob Fothergill,12,3269,453,1064,225,52,36,582,42,.325,.459,0,1501,0,1933,fothebo01
FALSE,FALSE,Dick Spalding,2,465,69,139,16,3,0,25,5,.299,.346,0,161,0,1928,spalddi01
FALSE,FALSE,Al Boucher,1,516,62,119,26,4,2,49,13,.231,.308,0,159,0,1914,bouchal01
FALSE,FALSE,Lee King,7,1189,134,294,60,18,15,144,16,.247,.366,0,435,0,1922,kingle02
FALSE,FALSE,Dave Rosello,9,873,114,206,31,3,10,76,5,.236,.313,0,273,0,1981,roselda01
FALSE,FALSE,George Hausmann,3,1136,173,304,35,13,3,78,10,.268,.329,0,374,0,1949,hausmge01
FALSE,FALSE,Freddie Maguire,6,2120,226,545,90,22,1,163,23,.257,.322,0,682,0,1931,maguifr01
FALSE,FALSE,Putsy Caballero,8,658,81,150,21,3,1,40,10,.228,.274,0,180,0,1952,cabalpu01
FALSE,FALSE,Hyun Soo Kim,2,517,56,141,24,2,7,36,1,.273,.368,0,190,0,2017,kimhy01
FALSE,FALSE,Dan Driessen,15,5479,746,1464,282,23,153,763,154,.267,.411,0,2251,0,1987,driesda01
FALSE,FALSE,Milt Bolling,7,1161,127,280,50,7,19,94,5,.241,.345,0,401,0,1958,bollimi01
FALSE,FALSE,Doug Taitt,4,824,81,217,43,16,4,95,13,.263,.369,0,304,0,1932,taittdo01
FALSE,FALSE,Humberto Cota,7,519,48,121,25,2,12,61,0,.233,.358,0,186,0,2007,cotahu01
FALSE,FALSE,Rob Andrews,5,1454,174,365,30,15,3,91,33,.251,.298,0,434,0,1979,andrero01
FALSE,FALSE,Tom Long,5,1489,148,401,47,49,6,140,65,.269,.379,0,564,0,1917,longto01
FALSE,FALSE,Paul Hines,20,7062,1217,2133,399,93,57,855,163,.302,.409,0,2889,1,1891,hinespa01
FALSE,FALSE,Aaron Robinson,8,1839,208,478,74,11,61,272,0,.260,.412,1,757,3,1951,robinaa01
FALSE,FALSE,Ivan De Jesus,4,495,43,120,23,2,5,53,4,.242,.327,0,162,0,2016,dejesiv02
FALSE,FALSE,Jim Jackson,4,1280,160,301,47,10,4,134,57,.235,.297,0,380,0,1906,jacksji01
FALSE,FALSE,Dave Philley,18,6296,789,1700,276,72,84,729,101,.270,.377,0,2372,0,1962,phillda01
FALSE,FALSE,Mike Huff,7,801,113,198,42,7,9,75,19,.247,.351,0,281,0,1996,huffmi01
FALSE,FALSE,Fred Snodgrass,9,3101,453,852,143,42,11,351,212,.275,.359,0,1112,0,1916,snodgfr01
FALSE,FALSE,Garrett Jones,8,2924,347,734,178,12,122,400,28,.251,.445,0,1302,0,2015,jonesga02
FALSE,FALSE,Bill Abstein,3,619,54,150,22,10,1,76,21,.242,.315,0,195,0,1910,abstebi01
FALSE,FALSE,Al Rubeling,4,747,94,186,31,12,8,79,8,.249,.355,0,265,0,1944,rubelal01
FALSE,FALSE,Scott Stratton,8,1390,202,381,37,32,8,163,56,.274,.364,0,506,0,1895,stratsc01
FALSE,FALSE,Bill Sharp,4,1104,122,281,52,8,9,95,3,.255,.341,0,376,0,1976,sharpbi01
FALSE,FALSE,Dell Darling,6,628,109,151,24,13,7,83,29,.240,.354,0,222,0,1891,darlide01
FALSE,FALSE,Geoff Jenkins,11,4700,688,1293,303,22,221,733,32,.275,.490,1,2303,0,2008,jenkige01
FALSE,FALSE,Jerry Sands,5,420,36,100,22,1,10,57,3,.238,.367,0,154,0,2016,sandsje01
FALSE,FALSE,Denny Lyons,13,4300,933,1334,244,69,62,756,224,.310,.442,0,1902,0,1897,lyonsde01
FALSE,FALSE,Jerry Denny,13,4946,714,1286,238,76,74,667,130,.260,.384,0,1898,0,1894,dennyje01
FALSE,FALSE,Russ Adams,5,884,125,218,46,7,17,113,15,.247,.372,0,329,0,2009,adamsru01
FALSE,FALSE,Jerry Lumpe,12,4912,620,1314,190,52,47,454,20,.268,.356,1,1749,0,1967,lumpeje01
FALSE,FALSE,Chuck Kress,4,466,57,116,20,7,1,52,6,.249,.328,0,153,0,1954,kressch01
FALSE,FALSE,Ernie Young,8,796,108,179,33,4,27,90,10,.225,.378,0,301,0,2004,younger02
FALSE,FALSE,Bob Addy,6,1231,227,341,36,13,1,167,35,.277,.330,0,406,0,1877,addybo01
FALSE,FALSE,Jason Repko,7,700,105,157,29,4,16,67,27,.224,.346,0,242,0,2012,repkoja01
FALSE,FALSE,Tom Forster,4,666,76,131,15,4,1,40,9,.197,.236,0,157,0,1886,forstto01
FALSE,FALSE,Bruce Bochy,9,802,75,192,37,2,26,93,1,.239,.388,0,311,0,1987,bochybr01
FALSE,FALSE,Harry Swacina,4,1189,110,304,46,11,1,151,29,.256,.315,0,375,0,1915,swaciha01
FALSE,FALSE,Frank Quilici,5,682,78,146,23,6,5,53,3,.214,.287,0,196,0,1970,quilifr01
FALSE,FALSE,Johnny Blanchard,8,1193,137,285,36,2,67,200,2,.239,.441,0,526,0,1965,blancjo01
FALSE,FALSE,Tom Pagnozzi,12,2896,247,733,153,11,44,320,18,.253,.359,1,1040,3,1998,pagnoto01
FALSE,FALSE,Roy Elsh,3,404,55,106,17,3,0,39,24,.262,.319,0,129,0,1925,elshro01
FALSE,FALSE,Bryan Little,5,922,126,226,37,5,3,77,8,.245,.306,0,282,0,1986,littlbr01
FALSE,FALSE,Steve Lake,11,1125,89,267,41,5,18,108,1,.237,.331,0,372,0,1993,lakest01
FALSE,FALSE,Harold Reynolds,12,4782,640,1233,230,53,21,353,250,.258,.341,2,1632,4,1994,reynoha01
FALSE,FALSE,Eddie Bressoud,12,3672,443,925,184,40,94,365,9,.252,.401,1,1471,0,1967,bressed01
FALSE,FALSE,Gus Niarhos,9,691,114,174,26,5,1,59,6,.252,.308,0,213,0,1955,niarhgu01
FALSE,FALSE,Charlie Babb,3,1180,144,287,41,13,0,116,66,.243,.300,0,354,0,1905,babbch01
FALSE,FALSE,Hector Villanueva,4,473,53,109,21,2,25,72,1,.230,.442,0,209,0,1993,villahe01
