InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Frank Estrada,1,2,0,1,0,0,0,0,0,.500,.500,0,0,0,0,0,1,0,1971,estrafr01
FALSE,FALSE,Buck Etchison,2,327,32,72,19,0,8,35,1,.220,.352,0,0,0,0,0,115,0,1944,etchibu01
FALSE,FALSE,Nick Etten,9,3320,426,921,167,25,89,526,22,.277,.423,1,0,0,0,0,1405,1,1947,ettenni01
FALSE,FALSE,Ferd Eunick,1,2,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1917,eunicfr01
FALSE,FALSE,Tony Eusebio,9,1739,179,479,87,5,30,241,1,.275,.383,0,0,0,0,0,666,0,2001,eusebto01
FALSE,FALSE,Frank Eustace,1,100,18,17,2,2,1,11,4,.170,.260,0,0,0,0,0,26,0,1896,eustafr01
FALSE,FALSE, Evans,1,4,1,2,0,0,0,1,0,.500,.500,0,0,0,0,0,2,0,1875,evans01
FALSE,TRUE,Darrell Evans,21,8973,1344,2223,329,36,414,1354,98,.248,.431,2,0,0,0,0,3866,1,1989,evansda01
FALSE,FALSE,Terry Evans,3,19,5,3,0,0,1,3,0,.158,.316,0,0,0,0,0,6,0,2010,evanste01
FALSE,FALSE,Hoot Evers,12,3801,556,1055,187,41,98,565,45,.278,.426,2,0,0,0,0,1618,0,1956,eversho01
FALSE,TRUE,Johnny Evers,18,6137,919,1659,216,70,12,538,324,.270,.334,0,1,0,0,0,2051,7,1929,eversjo01
FALSE,FALSE,Tom Evers,2,431,54,99,6,1,0,0,0,.230,.248,0,0,0,0,0,107,0,1884,eversto01
FALSE,FALSE,Jay Faatz,4,1135,159,274,24,12,3,105,93,.241,.292,0,0,0,0,0,331,0,1890,faatzja01
FALSE,FALSE,Bunny Fabrique,2,90,8,18,3,0,1,3,0,.200,.267,0,0,0,0,0,24,0,1917,fabribu01
FALSE,FALSE,Bill Fahey,11,934,75,225,26,2,7,83,9,.241,.296,0,0,0,0,0,276,0,1983,faheybi01
FALSE,FALSE,Anton Falch,1,18,0,2,0,0,0,0,0,.111,.111,0,0,0,0,0,2,0,1884,falchan01
FALSE,FALSE,Charlie Fallon,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1905,falloch01
FALSE,FALSE,Pete Falsey,1,1,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1914,falsepe01
FALSE,FALSE,Carmen Fanzone,5,588,66,132,27,0,20,94,3,.224,.372,0,0,0,0,0,219,0,1974,fanzoca01
FALSE,FALSE,Bob Farley,2,123,19,20,3,1,2,9,0,.163,.252,0,0,0,0,0,31,0,1962,farlebo01
FALSE,FALSE,Lawrence Farley,1,52,5,11,4,0,0,0,0,.212,.288,0,0,0,0,0,15,0,1884,farleto01
FALSE,FALSE,Alex Farmer,1,30,1,5,1,0,0,2,0,.167,.200,0,0,0,0,0,6,0,1908,farmeal01
FALSE,FALSE,Sid Farrar,8,3573,497,905,157,53,18,412,92,.253,.342,0,0,0,0,0,1222,0,1890,farrasi01
FALSE,FALSE,Doc Farrell,9,1799,181,467,63,8,10,213,14,.260,.320,0,0,0,0,0,576,0,1935,farredo01
FALSE,FALSE,Duke Farrell,18,5682,829,1572,211,123,52,916,150,.277,.385,0,0,0,0,0,2185,0,1905,farredu01
FALSE,FALSE,John Farrell,5,2172,329,567,93,28,4,141,68,.261,.335,0,0,0,0,0,728,0,1905,farrejo02
FALSE,FALSE,John Farrow,3,228,25,45,6,0,0,13,0,.197,.224,0,0,0,0,0,51,0,1884,farrojo01
FALSE,FALSE,Buck Fausett,1,31,2,3,0,1,0,1,0,.097,.161,0,0,0,0,0,5,0,1944,fausebu01
FALSE,FALSE,Tim Federowicz,8,406,31,78,19,0,12,39,1,.192,.328,0,0,0,0,0,133,0,2019,federti01
FALSE,FALSE,Jesus Feliciano,1,108,12,25,4,1,0,3,1,.231,.287,0,0,0,0,0,31,0,2010,felicje01
FALSE,FALSE,Harry Felix,2,38,3,5,0,0,0,2,0,.132,.132,0,0,0,0,0,5,0,1902,felixha01
FALSE,FALSE,Pedro Feliz,11,4254,487,1065,209,25,140,598,13,.250,.410,0,0,0,0,0,1744,0,2010,felizpe01
FALSE,FALSE,Happy Felsch,6,2812,385,825,135,64,38,446,88,.293,.427,0,0,0,0,0,1202,1,1920,felscha01
FALSE,FALSE,Frank Fennelly,7,3042,609,781,102,82,34,408,175,.257,.378,0,0,0,0,0,1149,0,1890,fennefr01
FALSE,FALSE,Bob Ferguson,14,3467,544,920,102,30,1,357,16,.265,.313,0,0,0,0,0,1085,0,1884,fergubo01
FALSE,TRUE,Joe Ferguson,14,3001,407,719,121,11,122,445,22,.240,.409,0,0,0,0,0,1228,0,1983,fergujo01
FALSE,FALSE,Chico Fernandez,1,18,0,2,0,0,0,0,0,.111,.111,0,0,0,0,0,2,0,1968,fernach02
FALSE,FALSE,Jose Fernandez,2,49,1,7,3,0,0,1,0,.143,.204,0,0,0,0,0,10,0,2001,fernajo01
FALSE,FALSE,Nanny Fernandez,4,1356,139,336,59,5,16,145,20,.248,.334,0,0,0,0,0,453,0,1950,fernana01
FALSE,TRUE,Tony Fernandez,17,7911,1057,2276,414,92,94,844,246,.288,.399,5,0,0,4,0,3156,5,2001,fernato01
FALSE,FALSE,Al Ferrara,8,1382,148,358,60,7,51,198,0,.259,.423,0,0,0,0,0,585,0,1971,ferraal01
FALSE,TRUE,Rick Ferrell,18,6028,687,1692,324,45,28,734,29,.281,.363,10,0,0,0,0,2190,0,1947,ferreri01
FALSE,FALSE,Robert Fick,10,2373,287,613,116,12,69,324,6,.258,.405,1,0,0,0,0,960,0,2007,fickro01
FALSE,FALSE,Bruce Fields,3,113,14,31,7,1,1,11,1,.274,.381,0,0,0,0,0,43,0,1989,fieldbr01
FALSE,TRUE,Cecil Fielder,13,5157,744,1313,200,7,319,1008,2,.255,.482,3,0,0,0,0,2484,7,1998,fieldce01
FALSE,FALSE,George Fields,1,86,17,19,3,1,0,14,0,.221,.279,0,0,0,0,0,24,0,1872,fieldge01
FALSE,FALSE,Josh Fields,5,713,95,167,25,3,34,107,3,.234,.421,0,0,0,0,0,300,0,2010,fieldjo02
FALSE,FALSE,Prince Fielder,12,5821,862,1645,321,10,319,1028,18,.283,.506,6,0,0,0,0,2943,7,2016,fieldpr01
FALSE,FALSE,Bien Figueroa,1,11,1,2,1,0,0,4,0,.182,.273,0,0,0,0,0,3,0,1992,figuebi01
FALSE,FALSE,Cole Figueroa,3,77,8,16,4,1,0,9,1,.208,.286,0,0,0,0,0,22,0,2016,figueco01
FALSE,FALSE,Jesus Figueroa,1,198,20,50,5,0,1,11,2,.253,.293,0,0,0,0,0,58,0,1980,figueje01
FALSE,FALSE,Luis Figueroa,3,16,2,2,1,0,0,0,0,.125,.188,0,0,0,0,0,3,0,2007,figuelu01
FALSE,FALSE,Jim Finigan,6,1600,195,422,74,17,19,168,8,.264,.367,2,0,0,0,0,587,0,1959,finigji01
FALSE,FALSE,Bob Finley,2,362,27,91,13,1,2,28,1,.251,.309,0,0,0,0,0,112,0,1944,finlebo01
FALSE,TRUE,Steve Finley,19,9397,1443,2548,449,124,304,1167,320,.271,.442,2,0,0,6,0,4157,6,2007,finlest01
FALSE,FALSE,Lou Finney,15,4631,643,1329,203,85,31,494,39,.287,.388,1,0,0,0,0,1795,0,1947,finnelo01
FALSE,FALSE,William Fischer,5,1099,109,301,50,15,10,115,20,.274,.374,0,0,0,0,0,411,0,1917,fischwi01
FALSE,FALSE,Cherokee Fisher,8,1155,179,273,28,10,3,141,10,.236,.286,0,0,0,0,0,330,0,1878,fishech01
FALSE,FALSE,Charlie Fisher,1,43,4,10,2,0,0,0,0,.233,.279,0,0,0,0,0,12,0,1884,fishech02
FALSE,FALSE,George Fisher,1,53,2,5,0,0,0,0,0,.094,.094,0,0,0,0,0,5,0,1884,fishege01
FALSE,FALSE,Showboat Fisher,4,340,62,114,21,6,8,71,6,.335,.503,0,0,0,0,0,171,0,1932,fishesh01
FALSE,FALSE,Dennis Fitzgerald,1,8,0,2,0,0,0,0,0,.250,.250,0,0,0,0,0,2,0,1890,fitzgde01
FALSE,FALSE,Ed FitzGerald,12,2086,199,542,82,10,19,217,9,.260,.336,0,0,0,0,0,701,0,1959,fitzged01
FALSE,FALSE,Howard Fitzgerald,3,140,15,36,3,0,0,14,2,.257,.279,0,0,0,0,0,39,0,1926,fitzgho01
FALSE,FALSE,Mike Fitzgerald,10,2316,220,545,95,9,48,293,31,.235,.346,0,0,0,0,0,802,0,1992,fitzgmi02
FALSE,FALSE,Ed Fitzpatrick,3,697,91,158,35,7,1,59,22,.227,.301,0,0,0,0,0,210,0,1917,fitzped01
FALSE,FALSE,Martin Flaherty,1,2,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1881,flahema01
FALSE,FALSE,Ryan Flaherty,8,1324,152,284,52,5,37,142,10,.215,.345,0,0,0,0,0,457,0,2019,flahery01
FALSE,FALSE,Al Flair,1,30,3,6,2,1,0,2,1,.200,.333,0,0,0,0,0,10,0,1941,flairal01
FALSE,FALSE,Steamer Flanagan,1,25,7,7,1,1,0,3,3,.280,.400,0,0,0,0,0,10,0,1905,flanast01
FALSE,FALSE,John Flannery,1,2,1,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1977,flannjo01
FALSE,FALSE,Tim Flannery,11,2473,255,631,77,25,9,209,22,.255,.317,0,0,0,0,0,785,0,1989,flannti01
FALSE,FALSE,Frank Fleet,5,372,53,85,6,0,0,37,2,.228,.245,0,0,0,0,0,91,0,1875,fleetfr01
FALSE,FALSE,Frank Fletcher,1,1,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1914,fletcfr01
FALSE,FALSE,George Fletcher,1,8,1,2,0,0,0,1,0,.250,.250,0,0,0,0,0,2,0,1872,fletcge01
FALSE,FALSE,Scott Fletcher,15,5258,688,1376,243,38,34,510,99,.262,.342,0,0,0,0,0,1797,0,1995,fletcsc01
FALSE,FALSE,Lew Flick,2,40,3,7,0,0,0,2,1,.175,.175,0,0,0,0,0,7,0,1944,flickle01
FALSE,FALSE,Don Flinn,1,37,1,11,1,1,0,1,1,.297,.378,0,0,0,0,0,14,0,1917,flinndo01
FALSE,TRUE,Curt Flood,15,6357,851,1861,271,44,85,636,88,.293,.389,3,0,0,7,0,2475,8,1971,floodcu01
FALSE,FALSE,Kevin Flora,2,84,14,17,3,0,2,7,2,.202,.310,0,0,0,0,0,26,0,1995,florake01
FALSE,FALSE,Jose Flores,2,7,2,1,0,0,0,0,1,.143,.143,0,0,0,0,0,1,0,2004,florejo01
FALSE,FALSE,Paul Florence,1,188,19,43,4,3,2,14,2,.229,.314,0,0,0,0,0,59,0,1926,florepa01
FALSE,FALSE,Dickie Flowers,2,120,40,37,5,4,0,22,8,.308,.417,0,0,0,0,0,50,0,1872,flowedi01
FALSE,FALSE,Bobby Floyd,7,425,41,93,18,1,0,26,2,.219,.266,0,0,0,0,0,113,0,1974,floydbo01
FALSE,FALSE,Bubba Floyd,1,9,1,4,1,0,0,0,0,.444,.556,0,0,0,0,0,5,0,1944,floydbu01
FALSE,FALSE,Clipper Flynn,2,182,47,57,7,1,0,29,3,.313,.363,0,0,0,0,0,66,0,1872,flynncl01
FALSE,FALSE,Ed Flynn,1,27,0,5,1,0,0,4,3,.185,.222,0,0,0,0,0,6,0,1887,flynned01
FALSE,FALSE,George Flynn,1,106,15,27,1,2,0,4,12,.255,.302,0,0,0,0,0,32,0,1896,flynnge01
FALSE,FALSE,Joe Flynn,1,240,42,59,11,4,4,0,0,.246,.375,0,0,0,0,0,90,0,1884,flynnjo01
FALSE,FALSE,Jocko Flynn,2,205,40,41,6,2,4,19,9,.200,.307,0,0,0,0,0,63,0,1887,flynnjo02
FALSE,FALSE,Jim Fogarty,7,2880,508,709,110,55,20,320,325,.246,.343,0,0,0,0,0,989,0,1890,fogarji01
FALSE,FALSE,Tom Foley,13,2708,248,661,134,20,32,263,32,.244,.344,0,0,0,0,0,931,0,1995,foleyto02
FALSE,FALSE,Will Foley,7,982,112,224,23,10,0,76,0,.228,.272,0,0,0,0,0,267,0,1884,foleywi01
FALSE,FALSE,P. J. Forbes,2,17,1,3,0,0,0,3,0,.176,.176,0,0,0,0,0,3,0,2001,forbepj01
FALSE,FALSE,Ed Ford,1,5,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1884,forded01
FALSE,FALSE,Brook Fordyce,10,1807,172,467,103,4,41,188,8,.258,.388,0,0,0,0,0,701,0,2004,fordybr01
FALSE,TRUE,Eddie Foster,13,5652,732,1490,191,71,6,451,195,.264,.326,0,0,0,0,0,1841,0,1923,fosteed02
FALSE,TRUE,George Foster,18,7023,986,1925,307,47,348,1239,51,.274,.480,5,1,0,0,0,3370,9,1986,fostege01
FALSE,FALSE,Leo Foster,5,262,35,52,8,0,2,26,7,.198,.252,0,0,0,0,0,66,0,1977,fostele01
FALSE,FALSE,Reddy Foster,1,1,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1896,fostere01
FALSE,FALSE,Robert Foster,1,14,4,3,0,1,0,0,0,.214,.357,0,0,0,0,0,5,0,1884,fostero02
FALSE,FALSE,Dave Foutz,13,4537,784,1253,186,91,31,750,280,.276,.378,0,0,0,0,0,1714,0,1896,foutzda01
FALSE,FALSE,Boob Fowler,4,175,30,57,7,2,1,18,3,.326,.406,0,0,0,0,0,71,0,1926,fowlebo01
FALSE,FALSE,Andy Fox,9,1925,248,461,65,17,30,168,74,.239,.338,0,0,0,0,0,650,0,2004,foxan01
FALSE,FALSE,Eric Fox,4,258,38,51,8,2,5,19,5,.198,.302,0,0,0,0,0,78,0,1995,foxer01
FALSE,FALSE,Jack Fox,1,30,2,6,0,0,0,0,2,.200,.200,0,0,0,0,0,6,0,1908,foxja01
FALSE,TRUE,Nellie Fox,19,9232,1279,2663,355,112,35,790,76,.288,.363,12,1,0,3,0,3347,9,1965,foxne01
FALSE,FALSE,George Fox,2,60,5,12,0,2,1,5,2,.200,.317,0,0,0,0,0,19,0,1899,foxpa01
FALSE,FALSE,Joe Foy,6,2484,355,615,102,16,58,291,99,.248,.372,0,0,0,0,0,923,0,1971,foyjo01
FALSE,FALSE,Ben Francisco,7,1579,199,400,104,3,50,190,30,.253,.418,0,0,0,0,0,660,0,2013,francbe01
FALSE,FALSE,Jeff Francoeur,12,5260,626,1373,281,27,160,698,54,.261,.416,0,0,0,1,0,2188,1,2016,francje02
FALSE,TRUE,Julio Franco,23,8677,1285,2586,407,54,173,1194,281,.298,.417,3,0,0,0,0,3620,9,2007,francju01
FALSE,FALSE, Franklin,1,3,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1884,frank01
FALSE,FALSE,Mike Frank,1,89,14,20,6,0,0,7,0,.225,.292,0,0,0,0,0,26,0,1998,frankmi02
FALSE,FALSE,Jeff Frazier,1,23,3,5,1,0,0,1,0,.217,.261,0,0,0,0,0,6,0,2010,frazije01
FALSE,FALSE,Joe Frazier,4,282,31,68,15,2,10,45,0,.241,.415,0,0,0,0,0,117,0,1956,frazijo01
FALSE,FALSE,Lou Frazier,5,548,82,138,16,3,1,46,58,.252,.297,0,0,0,0,0,163,0,1998,frazilo01
FALSE,FALSE,LaVel Freeman,1,3,1,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1989,freemla01
FALSE,FALSE,David Freese,11,3758,481,1041,197,7,113,535,8,.277,.423,1,0,0,0,0,1591,3,2019,freesda01
FALSE,FALSE,Vern Freiburger,1,8,0,1,0,0,0,1,0,.125,.125,0,0,0,0,0,1,0,1941,freibve01
FALSE,FALSE,David Freitas,3,125,13,25,8,0,1,8,0,.200,.288,0,0,0,0,0,36,0,2019,freitda01
FALSE,FALSE,Jim French,7,607,53,119,17,4,5,51,3,.196,.262,0,0,0,0,0,159,0,1971,frencji01
FALSE,FALSE,Pat French,1,2,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1917,frencpa01
FALSE,FALSE,Walt French,6,981,142,297,45,12,2,109,13,.303,.379,0,0,0,0,0,372,0,1929,frencwa01
FALSE,FALSE,Frank Freund,1,5,1,1,0,0,0,0,0,.200,.200,0,0,0,0,0,1,0,1896,frienfr01
FALSE,FALSE,Owen Friend,5,598,69,136,24,2,13,76,2,.227,.339,0,0,0,0,0,203,0,1956,frienow01
FALSE,FALSE,Buck Frierson,1,11,2,3,1,0,0,2,0,.273,.364,0,0,0,0,0,4,0,1941,frierbu01
FALSE,FALSE,Jeff Frye,8,2155,316,626,135,11,16,194,56,.290,.386,0,0,0,0,0,831,0,2001,fryeje01
FALSE,FALSE,Frank Fuller,3,63,11,11,0,0,0,3,6,.175,.175,0,0,0,0,0,11,0,1923,fullefr01
FALSE,FALSE,Jim Fuller,3,315,24,61,17,0,11,41,1,.194,.352,0,0,0,0,0,111,0,1977,fulleji01
FALSE,FALSE,John Fuller,1,3,1,1,0,0,0,0,0,.333,.333,0,0,0,0,0,1,0,1974,fullejo01
FALSE,FALSE,Nig Fuller,1,9,0,0,0,0,0,1,0,.000,.000,0,0,0,0,0,0,0,1902,fulleni01
FALSE,FALSE,Shorty Fuller,9,3678,651,863,96,43,6,349,260,.235,.289,0,0,0,0,0,1063,0,1896,fullesh01
FALSE,FALSE,Brad Fullmer,8,2789,395,778,203,16,114,442,32,.279,.486,0,0,0,0,0,1355,0,2004,fullmbr01
FALSE,FALSE,Chick Fulmer,11,2439,361,635,70,30,8,262,14,.260,.323,0,0,0,0,0,789,0,1884,fulmech01
FALSE,FALSE,Washington Fulmer,1,4,1,2,0,0,0,1,0,.500,.500,0,0,0,0,0,2,0,1875,fulmewa01
FALSE,FALSE,Dave Fultz,7,2393,369,648,84,26,3,223,189,.271,.331,0,0,0,0,0,793,0,1905,fultzda01
FALSE,FALSE,J. J. Furmaniak,2,43,8,8,2,1,0,2,0,.186,.279,0,0,0,0,0,12,0,2007,furmajj01
FALSE,FALSE,Les Fusselman,2,71,6,12,4,0,1,3,0,.169,.268,0,0,0,0,0,19,0,1953,fussele01
FALSE,TRUE,Phil Gagliano,12,1411,150,336,50,7,14,159,5,.238,.313,0,0,0,0,0,442,0,1974,gagliph01
FALSE,FALSE,Ralph Gagliano,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1965,gaglira01
FALSE,FALSE,Charlie Geggus,1,154,14,38,7,1,0,0,0,.247,.305,0,0,0,0,0,47,0,1884,gagusch01
FALSE,TRUE,Andres Galarraga,19,8096,1195,2333,444,32,399,1425,128,.288,.499,5,0,0,2,0,4038,4,2004,galaran01
FALSE,FALSE,Rocky Gale,4,37,2,4,0,0,1,2,0,.108,.189,0,0,0,0,0,7,0,2019,galero01
FALSE,FALSE,Bill Gallagher,2,80,11,11,3,1,0,0,0,.138,.200,0,0,0,0,0,16,0,1884,gallabi01
FALSE,FALSE,Dave Gallagher,9,2081,273,564,100,10,17,190,20,.271,.353,0,0,0,0,0,735,0,1995,gallada01
FALSE,FALSE,Jackie Gallagher,1,1,0,1,0,0,0,0,0,1.000,1.000,0,0,0,0,0,1,0,1923,gallaja01
FALSE,FALSE,William Gallagher,1,49,9,15,2,0,0,6,0,.306,.347,0,0,0,0,0,17,0,1896,gallawi01
FALSE,FALSE,John Gall,3,53,6,13,3,0,2,11,0,.245,.415,0,0,0,0,0,22,0,2007,galljo01
FALSE,FALSE,Isaac Galloway,2,118,13,22,4,0,3,8,3,.186,.297,0,0,0,0,0,35,0,2019,gallois01
FALSE,FALSE,John Galvin,1,4,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1872,galvijo01
FALSE,FALSE,Jim Gantner,17,6189,726,1696,262,38,47,568,137,.274,.351,0,0,0,0,0,2175,0,1992,gantnji01
FALSE,FALSE,John Ganzel,7,2715,281,682,104,50,18,336,48,.251,.346,0,0,0,0,0,940,0,1908,ganzejo01
FALSE,FALSE,Aramis Garcia,2,105,13,24,2,0,6,14,0,.229,.419,0,0,0,0,0,44,0,2019,garciar01
FALSE,FALSE,Damaso Garcia,11,3914,490,1108,183,27,36,323,203,.283,.371,2,0,0,0,0,1453,3,1989,garcida01
FALSE,FALSE,Daniel Garcia,2,194,28,44,9,1,5,23,3,.227,.361,0,0,0,0,0,70,0,2004,garcida03
FALSE,FALSE,Karim Garcia,10,1463,180,352,44,13,66,212,10,.241,.424,0,0,0,0,0,620,0,2004,garcika01
FALSE,FALSE,Pedro Garcia,5,1797,196,395,89,15,37,184,35,.220,.348,0,0,0,0,0,625,0,1977,garcipe01
FALSE,FALSE,Robel Garcia,1,72,8,15,2,2,5,11,0,.208,.500,0,0,0,0,0,36,0,2019,garciro02
FALSE,FALSE,Danny Gardella,3,543,74,145,12,3,24,85,2,.267,.433,0,0,0,0,0,235,0,1950,gardeda01
FALSE,FALSE,Alex Gardner,1,3,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1884,gardnal01
FALSE,FALSE,Bill Gardner,1,11,2,3,0,0,0,1,0,.273,.273,0,0,0,0,0,3,0,1887,gardnbi01
FALSE,FALSE,Ryan Garko,6,1552,190,427,75,3,55,250,0,.275,.434,0,0,0,0,0,673,0,2010,garkory01
FALSE,FALSE,Ralph Garr,13,5108,717,1562,212,64,75,408,172,.306,.416,1,0,0,0,0,2127,0,1980,garrra01
FALSE,FALSE,Rod Gaspar,4,260,35,54,6,1,1,17,8,.208,.250,0,0,0,0,0,65,0,1974,gasparo01
FALSE,FALSE,Tom Gastall,2,83,7,15,3,0,0,4,0,.181,.217,0,0,0,0,0,18,0,1956,gastato01
FALSE,FALSE,Alex Gaston,6,514,58,112,13,6,3,40,5,.218,.284,0,0,0,0,0,146,0,1929,gastoal01
FALSE,FALSE,Gary Gearhart,1,179,26,44,9,0,6,17,1,.246,.397,0,0,0,0,0,71,0,1947,gearhga01
FALSE,FALSE,Joe Gedeon,7,2109,259,515,82,20,1,171,33,.244,.303,0,0,0,0,0,640,0,1920,gedeojo01
FALSE,FALSE,Rich Gedman,13,3159,331,795,176,12,88,382,3,.252,.399,2,0,0,0,0,1259,1,1992,gedmari01
FALSE,FALSE,Count Gedney,4,832,139,209,25,8,5,99,8,.251,.319,0,0,0,0,0,265,0,1875,gedneco01
FALSE,FALSE,Bill Geiss,2,324,24,56,11,5,2,18,0,.173,.256,0,0,0,0,0,83,0,1884,geisbi01
FALSE,FALSE,Emil Geiss,1,12,0,1,0,0,0,0,0,.083,.083,0,0,0,0,0,1,0,1887,geissem01
FALSE,FALSE,Scooter Gennett,7,2704,365,773,149,16,87,360,24,.286,.449,1,0,0,0,0,1215,1,2019,gennesc01
FALSE,FALSE,George Genovese,1,1,1,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1950,genovge01
FALSE,FALSE,Ben Geraghty,3,146,16,29,4,0,0,9,4,.199,.226,0,0,0,0,0,33,0,1944,geragbe01
FALSE,FALSE,Mike Gerber,2,66,2,5,2,0,0,2,0,.076,.106,0,0,0,0,0,7,0,2019,gerbemi01
FALSE,FALSE,Wally Gerber,15,5099,558,1309,172,46,7,476,43,.257,.313,0,0,0,0,0,1594,0,1929,gerbewa01
FALSE,FALSE,Dick Gernert,11,2493,357,632,104,8,103,402,10,.254,.426,0,0,0,0,0,1061,0,1962,gernedi01
FALSE,TRUE,Cesar Geronimo,15,3780,460,977,161,50,51,392,82,.258,.368,0,0,0,4,0,1391,4,1983,geronce01
FALSE,FALSE,Jody Gerut,6,1804,246,472,107,13,59,226,30,.262,.433,0,0,0,0,0,782,0,2010,gerutjo01
FALSE,FALSE,Doc Gessler,8,2969,370,831,127,50,14,363,142,.280,.370,0,0,0,0,0,1100,0,1911,gessldo01
FALSE,FALSE,Byron Gettis,1,39,7,7,1,1,0,1,0,.179,.256,0,0,0,0,0,10,0,2004,gettiby01
FALSE,FALSE,Charlie Gettig,4,377,48,91,16,2,0,47,12,.241,.294,0,0,0,0,0,111,0,1899,gettich01
FALSE,FALSE,Jake Gettman,3,772,108,215,24,8,8,78,44,.278,.361,0,0,0,0,0,279,0,1899,gettmja01
FALSE,FALSE,Chappie Geygan,3,103,7,26,5,2,0,4,0,.252,.340,0,0,0,0,0,35,0,1926,geygach01
FALSE,FALSE,Joe Giannini,1,2,0,1,1,0,0,0,0,.500,1.000,0,0,0,0,0,2,0,1911,giannjo01
FALSE,FALSE,Ray Giannelli,2,35,2,5,1,0,0,0,1,.143,.171,0,0,0,0,0,6,0,1995,giannra01
FALSE,FALSE,John Gibbons,2,50,5,11,4,0,1,2,0,.220,.360,0,0,0,0,0,18,0,1986,gibbojo02
FALSE,FALSE,Jake Gibbs,10,1639,157,382,53,8,25,146,28,.233,.321,0,0,0,0,0,526,0,1971,gibbsja01
FALSE,FALSE,Charlie Gibson,1,3,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1905,gibsoch01
FALSE,TRUE,Kirk Gibson,17,5798,985,1553,260,54,255,870,284,.268,.463,0,1,0,0,0,2686,3,1995,gibsoki01
FALSE,FALSE,Buddy Gilbert,1,20,4,3,0,0,2,2,0,.150,.450,0,0,0,0,0,9,0,1959,gilbebu01
FALSE,FALSE,Charlie Gilbert,6,852,109,195,27,9,5,55,7,.229,.299,0,0,0,0,0,255,0,1947,gilbech01
FALSE,FALSE,Harry Gilbert,1,8,1,2,0,0,0,0,0,.250,.250,0,0,0,0,0,2,0,1890,gilbeha01
FALSE,FALSE,John Gilbert,1,8,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1890,gilbejo01
FALSE,FALSE,Tookie Gilbert,2,482,52,98,15,2,7,48,4,.203,.286,0,0,0,0,0,138,0,1953,gilbeto01
FALSE,FALSE,Wally Gilbert,5,2317,301,624,112,17,7,214,21,.269,.341,0,0,0,0,0,791,0,1932,gilbewa01
FALSE,FALSE,Don Gile,4,120,12,18,2,1,3,9,0,.150,.258,0,0,0,0,0,31,0,1962,giledo01
FALSE,FALSE,Marcus Giles,7,2934,468,813,187,16,76,333,70,.277,.429,1,0,0,0,0,1260,1,2007,gilesma01
FALSE,FALSE,Hugh Gilgan,1,8,2,2,0,0,0,0,0,.250,.250,0,0,0,0,0,2,0,1875,gilgahu01
FALSE,FALSE,Geronimo Gil,6,820,67,189,30,0,19,88,2,.230,.337,0,0,0,0,0,276,0,2007,gilge01
FALSE,FALSE,Gus Gil,4,468,46,87,16,0,1,37,5,.186,.226,0,0,0,0,0,106,0,1971,gilgu01
FALSE,FALSE,Jerry Gil,2,86,3,15,2,1,0,8,2,.174,.221,0,0,0,0,0,19,0,2007,gilje01
FALSE,FALSE,Bernard Gilkey,12,4061,606,1115,244,24,118,546,115,.275,.434,0,0,0,0,0,1761,0,2001,gilkebe01
FALSE,FALSE,Bob Gilks,5,1385,163,320,33,9,1,142,47,.231,.270,0,0,0,0,0,374,0,1893,gilksbo01
FALSE,FALSE,Cole Gillespie,6,439,52,110,25,4,6,46,7,.251,.367,0,0,0,0,0,161,0,2016,gilleco01
FALSE,FALSE,John Gillespie,1,3,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1890,gilleji01
FALSE,FALSE,Patrick Gillespie,8,2927,450,809,108,45,10,351,54,.276,.354,0,0,0,0,0,1037,0,1887,gillepe01
FALSE,FALSE,Grant Gillis,3,196,26,48,12,2,0,23,0,.245,.327,0,0,0,0,0,64,0,1929,gilligr01
