InductedToHallOfFame,OnHallOfFameBallot,FullPlayerName,YearsPlayed,AB,R,H,Doubles,Triples,HR,RBI,SB,BattingAverage,SluggingPct,AllStarAppearances,MVPs,TripleCrowns,GoldGloves,MajorLeaguePlayerOfTheYearAwards,TB,TotalPlayerAwards,LastYearPlayed,ID
FALSE,FALSE,Chappy Lane,2,426,52,86,16,7,4,0,0,.202,.300,0,0,0,0,0,128,0,1884,lanech01
FALSE,TRUE,Bill Lange,7,3202,691,1056,134,80,39,579,400,.330,.458,0,0,0,0,0,1467,0,1899,langebi01
FALSE,FALSE,Ryan Langerhans,11,1250,177,283,58,12,33,125,11,.226,.371,0,0,0,0,0,464,0,2013,langery01
FALSE,FALSE,Bob Langsford,1,4,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1899,langsbo01
FALSE,FALSE,Rimp Lanier,1,4,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1971,lanieri01
FALSE,TRUE,Ray Lankford,14,5747,968,1561,356,54,238,874,258,.272,.477,1,0,0,0,0,2739,0,2004,lankfra01
FALSE,TRUE,Carney Lansford,15,7158,1007,2074,332,40,151,874,224,.290,.411,1,0,0,0,0,2939,3,1992,lansfca01
FALSE,FALSE,Joe Lansford,2,30,7,6,0,0,1,5,0,.200,.300,0,0,0,0,0,9,0,1983,lansfjo01
FALSE,FALSE,Mike Lansing,9,4150,554,1124,254,17,84,440,119,.271,.401,0,0,0,0,0,1664,0,2001,lansimi01
FALSE,FALSE,Pete Lapan,2,36,7,11,1,0,1,6,1,.306,.417,0,0,0,0,0,15,0,1923,lapanpe01
FALSE,FALSE,Jeff Larish,3,245,30,55,12,1,8,32,3,.224,.380,0,0,0,0,0,93,0,2010,larisje01
FALSE,FALSE,Patrick Larkins,1,70,11,17,0,0,0,0,0,.243,.243,0,0,0,0,0,17,0,1884,larki01
TRUE,TRUE,Barry Larkin,19,7937,1329,2340,441,76,198,960,379,.295,.444,12,1,0,3,0,3527,24,2004,larkiba01
FALSE,FALSE,Henry Larkin,10,4718,925,1429,259,114,53,836,129,.303,.440,0,0,0,0,0,2075,0,1893,larkihe01
FALSE,FALSE,Stephen Larkin,1,3,0,1,0,0,0,0,0,.333,.333,0,0,0,0,0,1,0,1998,larkist02
FALSE,FALSE,Andy LaRoche,6,1184,133,267,53,6,22,113,8,.226,.336,0,0,0,0,0,398,0,2013,larocan01
FALSE,FALSE,Harry LaRoss,1,48,7,11,1,0,0,5,4,.229,.250,0,0,0,0,0,12,0,1914,larosha01
FALSE,FALSE,Vic LaRose,1,2,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1968,larosvi01
FALSE,FALSE,Brandon Larson,4,291,29,52,11,0,8,37,4,.179,.299,0,0,0,0,0,87,0,2004,larsobr01
FALSE,FALSE,Jason LaRue,12,2719,307,628,148,7,96,348,14,.231,.396,0,0,0,0,0,1078,0,2010,larueja01
FALSE,FALSE,Jumbo Latham,5,1431,209,353,35,17,0,101,6,.247,.295,0,0,0,0,0,422,0,1884,lathaju01
FALSE,FALSE,Chick Lathers,2,127,9,29,3,0,0,7,0,.228,.252,0,0,0,0,0,32,0,1911,lathech01
FALSE,FALSE,Tacks Latimer,5,86,5,19,3,0,0,7,1,.221,.256,0,0,0,0,0,22,0,1902,latimta01
FALSE,FALSE,Tim Laudner,9,2038,221,458,97,5,77,263,3,.225,.391,1,0,0,0,0,796,0,1989,laudnti01
FALSE,FALSE,Chuck Lauer,3,68,8,10,1,0,0,3,0,.147,.162,0,0,0,0,0,11,0,1890,lauerch01
FALSE,FALSE,Bill Lauterborn,2,269,18,56,3,1,0,11,2,.208,.227,0,0,0,0,0,61,0,1905,lautebi01
FALSE,TRUE,Cookie Lavagetto,10,3509,487,945,183,37,40,486,63,.269,.377,4,0,0,0,0,1322,1,1947,lavagco01
FALSE,FALSE,Mike LaValliere,12,2473,185,663,109,5,18,294,5,.268,.338,0,0,0,1,0,836,2,1995,lavalmi01
FALSE,FALSE,Art LaVigne,1,90,10,14,2,0,0,4,0,.156,.178,0,0,0,0,0,16,0,1914,lavigar01
FALSE,FALSE,Johnny Lavin,1,52,9,11,2,0,0,0,0,.212,.250,0,0,0,0,0,13,0,1884,lavinjo01
FALSE,FALSE,Mike Lawlor,2,16,1,1,0,0,0,0,0,.063,.063,0,0,0,0,0,1,0,1884,lawlomi01
FALSE,FALSE,Bill Lawrence,1,46,10,10,1,0,0,3,0,.217,.239,0,0,0,0,0,11,0,1932,lawrebi01
FALSE,FALSE,Brett Lawrie,6,2217,266,578,112,13,71,253,41,.261,.419,0,0,0,0,0,929,0,2016,lawribr01
FALSE,FALSE,Rudy Law,7,2421,379,656,101,37,18,199,228,.271,.366,0,0,0,0,0,885,0,1986,lawru01
FALSE,FALSE,Otis Lawry,2,178,17,34,1,0,0,5,5,.191,.197,0,0,0,0,0,35,0,1917,lawryot01
FALSE,FALSE,Marcus Lawton,1,14,1,3,0,0,0,0,1,.214,.214,0,0,0,0,0,3,0,1989,lawtoma01
FALSE,TRUE,Freddy Leach,10,3733,543,1147,196,53,72,509,32,.307,.446,0,0,0,0,0,1665,0,1932,leachfr01
FALSE,FALSE,Jalal Leach,1,10,0,1,0,0,0,1,0,.100,.100,0,0,0,0,0,1,0,2001,leachja01
FALSE,FALSE,Dan Leahy,1,6,0,2,1,0,0,1,0,.333,.500,0,0,0,0,0,3,0,1896,leahyda01
FALSE,FALSE,Tom Leahy,4,410,54,105,15,9,0,42,18,.256,.337,0,0,0,0,0,138,0,1905,leahyto01
FALSE,FALSE,Bill Leard,1,3,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1917,leardbi01
FALSE,FALSE,Fred Lear,4,166,20,39,3,2,2,18,2,.235,.313,0,0,0,0,0,52,0,1920,learfr01
FALSE,FALSE,Jack Leary,5,536,55,123,11,9,4,4,0,.229,.306,0,0,0,0,0,164,0,1884,learyja01
FALSE,FALSE,Hal Leathers,1,23,3,7,1,0,1,1,1,.304,.478,0,0,0,0,0,11,0,1920,leathha01
FALSE,FALSE,Emil Leber,1,6,1,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1905,leberem01
FALSE,FALSE,Bevo LeBourveau,5,788,100,217,27,11,11,69,15,.275,.379,0,0,0,0,0,299,0,1929,leboube01
FALSE,FALSE,Matt LeCroy,8,1388,146,361,68,1,60,218,0,.260,.440,0,0,0,0,0,611,0,2007,lecroma01
FALSE,FALSE,Ricky Ledee,10,2030,290,494,120,17,63,318,29,.243,.412,0,0,0,0,0,837,0,2007,ledeeri01
FALSE,FALSE,Cliff Lee,8,1583,216,475,87,28,38,216,14,.300,.462,0,0,0,0,0,732,0,1926,leecl01
FALSE,FALSE,Dae-ho Lee,1,292,33,74,9,0,14,49,0,.253,.428,0,0,0,0,0,125,0,2016,leeda02
FALSE,FALSE,Dud Lee,5,732,80,163,20,9,0,60,12,.223,.275,0,0,0,0,0,201,0,1926,leedu01
FALSE,FALSE,Gene Leek,3,249,23,55,12,1,6,25,0,.221,.349,0,0,0,0,0,87,0,1962,leekge01
FALSE,FALSE,Manuel Lee,11,2693,304,686,88,20,19,249,31,.255,.323,0,0,0,0,0,871,0,1995,leema02
FALSE,FALSE,Tom Lee,1,106,11,26,2,0,0,1,0,.245,.264,0,0,0,0,0,28,0,1884,leeto01
FALSE,FALSE,Joe Lefebvre,6,1091,139,281,52,13,31,130,11,.258,.414,0,0,0,0,0,452,0,1986,lefebjo01
FALSE,FALSE,Al Lefevre,1,27,5,4,0,1,0,0,0,.148,.222,0,0,0,0,0,6,0,1920,lefeval01
FALSE,FALSE,Lou Legett,4,124,13,25,3,0,0,8,2,.202,.226,0,0,0,0,0,28,0,1935,legetlo01
FALSE,FALSE,James Lehan,1,12,1,4,2,0,0,0,0,.333,.500,0,0,0,0,0,6,0,1884,lehanja01
FALSE,FALSE,Clarence Lehr,1,27,2,4,0,0,0,2,0,.148,.148,0,0,0,0,0,4,0,1911,lehrcl01
FALSE,FALSE,John Leighton,1,27,6,8,2,0,0,0,2,.296,.370,0,0,0,0,0,10,0,1890,leighjo01
FALSE,FALSE,Frank Leja,3,23,3,1,0,0,0,0,0,.043,.043,0,0,0,0,0,1,0,1962,lejafr01
FALSE,FALSE,Don LeJohn,1,78,2,20,2,0,0,7,0,.256,.282,0,0,0,0,0,22,0,1965,lejohdo01
FALSE,FALSE,Jack Lelivelt,6,1154,114,347,43,22,2,126,46,.301,.381,0,0,0,0,0,440,0,1914,lelivja01
FALSE,FALSE,Mark Lemke,11,3230,349,795,125,15,32,270,11,.246,.324,0,0,0,0,0,1046,0,1998,lemkema01
FALSE,FALSE,Jim Lentine,3,205,23,54,9,1,1,20,3,.263,.332,0,0,0,0,0,68,0,1980,lentiji01
FALSE,FALSE,Joe Leonard,5,791,94,179,23,12,2,61,17,.226,.293,0,0,0,0,0,232,0,1920,leonajo01
FALSE,FALSE,Mark Leonard,6,321,37,73,18,2,8,41,0,.227,.371,0,0,0,0,0,119,0,1995,leonama01
FALSE,FALSE,Jose Leon,3,209,18,47,5,0,5,18,1,.225,.321,0,0,0,0,0,67,0,2004,leonjo01
FALSE,FALSE,John Leovich,1,2,0,1,1,0,0,0,0,.500,1.000,0,0,0,0,0,2,0,1941,leovijo01
FALSE,FALSE,Pete LePine,1,96,8,20,3,2,1,19,1,.208,.313,0,0,0,0,0,30,0,1902,lepinpe01
FALSE,FALSE,George Lerchen,2,49,3,10,2,0,1,5,1,.204,.306,0,0,0,0,0,15,0,1953,lerchge01
FALSE,FALSE,Walt Lerian,2,512,56,126,29,4,8,51,0,.246,.365,0,0,0,0,0,187,0,1929,leriawa01
FALSE,FALSE,Steven Lerud,2,15,1,2,0,0,0,0,0,.133,.133,0,0,0,0,0,2,0,2013,lerudst01
FALSE,FALSE,Sam Leslie,10,2460,311,749,123,28,36,389,14,.304,.421,0,0,0,0,0,1036,0,1938,leslisa01
FALSE,FALSE,David Lenz,1,12,2,1,0,0,0,0,0,.083,.083,0,0,0,0,0,1,0,1872,leutz01
FALSE,FALSE,Jesse Levis,9,654,66,167,23,1,3,60,2,.255,.307,0,0,0,0,0,201,0,2001,levisje01
FALSE,FALSE,Ed Levy,3,195,17,42,11,2,4,32,2,.215,.354,0,0,0,0,0,69,0,1944,levyed01
FALSE,FALSE, Lewis,1,5,1,1,0,0,0,0,0,.200,.200,0,0,0,0,0,1,0,1890,lewis01
FALSE,FALSE,Mark Lewis,11,2795,320,736,155,13,48,306,29,.263,.380,0,0,0,0,0,1061,0,2001,lewisma01
FALSE,FALSE,Phil Lewis,4,1775,146,429,33,13,4,130,55,.242,.282,0,0,0,0,0,500,0,1908,lewisph01
FALSE,FALSE,Domingo Leyba,1,25,6,7,2,1,0,5,0,.280,.440,0,0,0,0,0,11,0,2019,leybado01
FALSE,FALSE,Alex Liddi,3,173,15,36,8,1,6,16,3,.208,.370,0,0,0,0,0,64,0,2013,liddial01
FALSE,FALSE,Mike Lieberthal,14,4218,534,1155,257,10,150,610,8,.274,.446,2,0,0,1,0,1882,1,2007,liebemi01
FALSE,FALSE,Brent Lillibridge,6,708,102,145,25,4,19,71,37,.205,.332,0,0,0,0,0,235,0,2013,lillibr01
FALSE,FALSE,Todd Linden,5,502,64,116,22,3,8,36,8,.231,.335,0,0,0,0,0,168,0,2007,lindeto01
FALSE,FALSE,Walt Linden,1,5,0,2,1,0,0,0,0,.400,.600,0,0,0,0,0,3,0,1950,lindewa01
FALSE,FALSE,Jose Lind,9,3677,368,935,145,27,9,324,62,.254,.316,0,0,0,1,0,1161,1,1995,lindjo01
FALSE,FALSE,Bill Lindsay,1,66,6,16,2,0,0,5,2,.242,.273,0,0,0,0,0,18,0,1911,lindsbi01
FALSE,FALSE,John Lindsey,1,12,0,1,0,0,0,0,0,.083,.083,0,0,0,0,0,1,0,2010,lindsjo01
FALSE,FALSE,Bob Linton,1,18,0,2,0,0,0,1,0,.111,.111,0,0,0,0,0,2,0,1929,lintobo01
FALSE,FALSE,Phil Linz,7,1372,185,322,64,4,11,96,13,.235,.311,0,0,0,0,0,427,0,1968,linzph01
FALSE,FALSE,Nelson Liriano,11,2216,296,576,105,27,25,240,59,.260,.366,0,0,0,0,0,810,0,1998,liriane01
FALSE,FALSE,Joe Lis,8,780,96,182,31,1,32,92,1,.233,.399,0,0,0,0,0,311,0,1977,lisjo01
FALSE,FALSE,Bryan Little,5,922,126,226,37,5,3,77,8,.245,.306,0,0,0,0,0,282,0,1986,littlbr01
FALSE,FALSE,Dennis Littlejohn,3,222,17,45,7,1,1,15,0,.203,.257,0,0,0,0,0,57,0,1980,littlde01
FALSE,FALSE,Mark Little,4,247,46,61,11,3,3,22,8,.247,.352,0,0,0,0,0,87,0,2004,littlma01
FALSE,FALSE,Scott Little,1,4,0,1,0,0,0,0,0,.250,.250,0,0,0,0,0,1,0,1989,littlsc01
FALSE,FALSE,Paddy Livingston,7,574,48,120,17,12,0,45,9,.209,.280,0,0,0,0,0,161,0,1917,livinpa01
FALSE,FALSE,Scott Livingstone,8,1533,163,431,76,4,17,177,10,.281,.369,0,0,0,0,0,566,0,1998,livinsc01
FALSE,FALSE,Abel Lizotte,1,29,3,3,0,0,0,3,1,.103,.103,0,0,0,0,0,3,0,1896,lizotab01
FALSE,FALSE,Frank Lobert,1,30,3,6,0,1,0,2,0,.200,.267,0,0,0,0,0,8,0,1914,loberfr01
FALSE,TRUE,Hans Lobert,14,4563,640,1252,159,82,32,482,316,.274,.366,0,0,0,0,0,1671,2,1917,loberha01
FALSE,FALSE,Marshall Locke,1,29,5,7,0,1,0,5,0,.241,.310,0,0,0,0,0,9,0,1884,lockema01
FALSE,FALSE,Gene Locklear,5,595,76,163,24,4,9,66,13,.274,.373,0,0,0,0,0,222,0,1977,locklge01
FALSE,FALSE,Stu Locklin,2,24,4,4,1,0,0,0,0,.167,.208,0,0,0,0,0,5,0,1956,locklst01
FALSE,FALSE,Milo Lockwood,1,67,9,14,1,0,0,0,0,.209,.224,0,0,0,0,0,15,0,1884,lockwmi01
FALSE,FALSE,James Lofton,1,26,1,5,1,0,0,1,2,.192,.231,0,0,0,0,0,6,0,2001,loftoja01
FALSE,TRUE,Kenny Lofton,17,8120,1528,2428,383,116,130,781,622,.299,.423,6,0,0,4,0,3433,4,2007,loftoke01
FALSE,FALSE,Nook Logan,4,870,111,233,38,12,2,56,56,.268,.346,0,0,0,0,0,301,0,2007,loganno01
FALSE,FALSE,Jack Lohrke,7,914,125,221,38,9,22,96,9,.242,.375,0,0,0,0,0,343,0,1953,lohrkja01
FALSE,TRUE,Ernie Lombardi,17,5855,601,1792,277,27,190,990,8,.306,.460,8,1,0,0,0,2693,4,1947,lombaer01
FALSE,FALSE,Phil Lombardi,3,92,10,22,4,0,3,9,0,.239,.380,0,0,0,0,0,35,0,1989,lombaph01
FALSE,FALSE,Walter Lonergan,1,26,2,7,0,0,0,1,1,.269,.269,0,0,0,0,0,7,0,1911,lonerwa01
FALSE,FALSE,James Loney,11,5023,528,1425,267,21,108,669,38,.284,.410,0,0,0,0,0,2058,0,2016,loneyja01
FALSE,FALSE,Dan Long,1,77,19,12,0,0,0,2,16,.156,.156,0,0,0,0,0,12,0,1890,longda01
FALSE,FALSE,Jim Long,2,251,36,54,8,1,2,29,24,.215,.279,0,0,0,0,0,70,0,1893,longji01
FALSE,FALSE,Tony Longmire,3,256,32,73,18,0,3,37,3,.285,.391,0,0,0,0,0,100,0,1995,longmto01
FALSE,FALSE,Tom Long,5,1489,148,401,47,49,6,140,65,.269,.379,0,0,0,0,0,564,0,1917,longto01
FALSE,FALSE,Joe Lonnett,4,325,22,54,8,0,6,27,0,.166,.246,0,0,0,0,0,80,0,1959,lonnejo01
FALSE,FALSE,Bruce Look,1,118,7,29,4,0,0,9,0,.246,.280,0,0,0,0,0,33,0,1968,lookbr01
FALSE,TRUE,Al Lopez,19,5916,613,1547,206,43,51,652,46,.261,.337,2,0,0,0,0,1992,3,1947,lopezal01
FALSE,FALSE,Art Lopez,1,49,5,7,0,0,0,0,0,.143,.143,0,0,0,0,0,7,0,1965,lopezar01
FALSE,FALSE,Luis Lopez,2,145,10,33,4,0,3,10,0,.228,.317,0,0,0,0,0,46,0,2004,lopezlu03
FALSE,FALSE,Mendy Lopez,7,422,45,102,18,5,6,40,7,.242,.351,0,0,0,0,0,148,0,2004,lopezme01
FALSE,FALSE,Mickey Lopez,1,4,1,1,0,0,0,0,0,.250,.250,0,0,0,0,0,1,0,2004,lopezmi01
FALSE,FALSE,Pedro Lopez,2,52,2,10,2,0,0,2,0,.192,.231,0,0,0,0,0,12,0,2007,lopezpe01
FALSE,FALSE,Carlton Lord,1,47,3,11,2,0,0,2,0,.234,.277,0,0,0,0,0,13,0,1923,lordca01
FALSE,FALSE,Bill Loughran,1,29,4,3,1,1,0,3,0,.103,.207,0,0,0,0,0,6,0,1884,loughbi01
FALSE,FALSE,David Lough,5,749,95,190,29,10,13,67,17,.254,.371,0,0,0,0,0,278,0,2016,loughda01
FALSE,FALSE,Len Lovett,2,26,3,7,1,0,0,3,0,.269,.308,0,0,0,0,0,8,0,1875,lovetle01
FALSE,FALSE,Jay Loviglio,4,52,17,10,0,0,0,4,5,.192,.192,0,0,0,0,0,10,0,1983,lovigja01
FALSE,FALSE,Charlie Lowe,1,31,2,5,0,0,0,3,0,.161,.161,0,0,0,0,0,5,0,1872,lowech01
FALSE,FALSE,Dick Lowe,1,3,0,1,0,0,0,0,0,.333,.333,0,0,0,0,0,1,0,1884,lowedi01
FALSE,TRUE,Mike Lowell,13,5813,771,1619,394,7,223,952,30,.279,.464,4,0,0,1,0,2696,3,2010,lowelmi01
FALSE,FALSE,Jed Lowrie,12,3991,521,1043,259,17,104,509,7,.261,.413,1,0,0,0,0,1648,1,2019,lowrije01
FALSE,FALSE,John Lowry,1,22,2,3,0,0,0,0,0,.136,.136,0,0,0,0,0,3,0,1875,lowryjo01
FALSE,FALSE,Steve Lubratich,2,177,14,37,10,0,0,8,1,.209,.266,0,0,0,0,0,47,0,1983,lubrast01
FALSE,FALSE,Hal Luby,2,361,33,89,11,2,2,38,4,.247,.305,0,0,0,0,0,110,0,1944,lubyha01
FALSE,FALSE,Johnny Lucadello,6,686,95,181,36,7,5,60,6,.264,.359,0,0,0,0,0,246,0,1947,lucadjo01
FALSE,FALSE,Fred Lucas,1,34,1,9,0,0,0,2,0,.265,.265,0,0,0,0,0,9,0,1935,lucasfr01
FALSE,FALSE,Johnny Lucas,2,3,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1932,lucasjo01
FALSE,FALSE,Frank Luce,1,12,2,6,0,0,0,3,2,.500,.500,0,0,0,0,0,6,0,1923,lucefr01
FALSE,FALSE,Fred Luderus,12,4851,570,1344,251,54,84,642,55,.277,.403,0,0,0,0,0,1955,0,1920,luderfr01
FALSE,FALSE,Bill Ludwig,1,187,15,34,2,2,0,8,3,.182,.214,0,0,0,0,0,40,0,1908,ludwibi01
FALSE,FALSE,Harry Luff,4,450,42,111,18,7,2,27,3,.247,.331,0,0,0,0,0,149,0,1884,luffhe01
FALSE,FALSE,Eddie Lukon,4,606,64,143,17,9,23,70,4,.236,.408,0,0,0,0,0,247,0,1947,lukoned01
FALSE,FALSE,Harry Lunte,2,148,8,29,2,0,0,9,0,.196,.209,0,0,0,0,0,31,0,1920,lunteha01
FALSE,FALSE,Zach Lutz,2,31,3,7,2,0,0,2,0,.226,.290,0,0,0,0,0,9,0,2013,lutzza01
FALSE,FALSE,Henry Lynch,1,14,0,3,2,0,0,2,0,.214,.357,0,0,0,0,0,5,0,1893,lynchhe01
FALSE,FALSE,Mike Lynch,1,28,4,4,0,0,0,0,0,.143,.143,0,0,0,0,0,4,0,1902,lynchmi01
FALSE,FALSE,Thomas Lynch,1,4,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1884,lynchto02
FALSE,FALSE,Byrd Lynn,5,211,15,50,9,1,0,15,3,.237,.289,0,0,0,0,0,61,0,1920,lynnby01
FALSE,FALSE,Russ Lyon,1,11,1,2,0,0,0,0,0,.182,.182,0,0,0,0,0,2,0,1944,lyonru01
FALSE,FALSE,Barry Lyons,7,628,53,150,26,2,15,89,0,.239,.358,0,0,0,0,0,225,0,1995,lyonsba01
FALSE,FALSE,Ed Lyons,1,26,2,4,0,0,0,0,0,.154,.154,0,0,0,0,0,4,0,1947,lyonsed01
FALSE,FALSE,Harry Lyons,6,1713,246,401,31,21,7,198,120,.234,.289,0,0,0,0,0,495,0,1893,lyonsha01
FALSE,FALSE,Pat Lyons,1,38,2,2,1,0,0,1,0,.053,.079,0,0,0,0,0,3,0,1890,lyonspa01
FALSE,FALSE,Terry Lyons,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1929,lyonste02
FALSE,FALSE,Dad Lytle,1,59,3,8,1,0,0,0,0,.136,.153,0,0,0,0,0,9,0,1890,lytleda01
FALSE,FALSE,Kevin Maas,5,1248,171,287,43,1,65,169,10,.230,.422,0,0,0,0,0,527,0,1995,maaske01
FALSE,FALSE,John Mabry,14,3409,382,898,183,6,96,446,7,.263,.405,0,0,0,0,0,1381,0,2007,mabryjo01
FALSE,FALSE, Macey,1,1,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1890,macey01
FALSE,FALSE,Ed MacGamwell,1,16,0,4,0,0,0,0,0,.250,.250,0,0,0,0,0,4,0,1905,macgaed01
FALSE,FALSE,Mike Macha,2,21,2,2,0,0,0,1,0,.095,.095,0,0,0,0,0,2,0,1980,machami01
FALSE,FALSE,Robert Machado,9,636,66,146,36,2,11,61,0,.230,.344,0,0,0,0,0,219,0,2004,macharo01
FALSE,TRUE,Connie Mack,11,2698,392,659,79,28,5,265,127,.244,.300,0,0,0,0,0,809,0,1896,mackco01
FALSE,FALSE,Earle Mack,3,16,0,2,0,1,0,1,1,.125,.250,0,0,0,0,0,4,0,1914,mackea01
FALSE,FALSE,Felix Mackiewicz,6,672,85,174,32,12,2,55,10,.259,.351,0,0,0,0,0,236,0,1947,mackife01
FALSE,FALSE,Steve Macko,2,60,4,15,3,0,0,5,0,.250,.300,0,0,0,0,0,18,0,1980,mackost01
FALSE,FALSE,Ray Mack,9,2707,273,629,113,24,34,278,35,.232,.330,1,0,0,0,0,892,0,1947,mackra01
FALSE,FALSE,Reddy Mack,6,2062,381,524,87,36,6,262,83,.254,.340,0,0,0,0,0,701,0,1890,mackre01
FALSE,FALSE,Shane Mack,9,2857,436,853,155,28,80,398,90,.299,.456,0,0,0,0,0,1304,0,1998,macksh01
FALSE,FALSE,Max Macon,6,502,54,133,17,4,3,46,9,.265,.333,0,0,0,0,0,167,0,1947,maconma01
FALSE,FALSE,Bunny Madden,3,143,10,41,4,2,0,11,0,.287,.343,0,0,0,0,0,49,0,1911,maddebu01
FALSE,FALSE,Frank Madden,1,2,0,1,0,0,0,1,0,.500,.500,0,0,0,0,0,1,0,1914,maddefr01
FALSE,FALSE,Elliott Maddox,11,2843,360,742,121,16,18,234,60,.261,.334,0,0,0,0,0,949,0,1980,maddoel01
FALSE,TRUE,Garry Maddox,15,6331,777,1802,337,62,117,754,248,.285,.413,0,0,0,9,0,2614,10,1986,maddoga01
FALSE,FALSE,Art Madison,2,152,26,44,5,4,0,27,5,.289,.375,0,0,0,0,0,57,0,1899,madisar01
FALSE,FALSE,Scotti Madison,5,166,21,27,12,0,1,11,1,.163,.253,0,0,0,0,0,42,0,1989,madissc01
FALSE,FALSE,Sal Madrid,1,24,0,3,1,0,0,1,0,.125,.167,0,0,0,0,0,4,0,1947,madrisa01
FALSE,FALSE,Dave Magadan,16,4159,516,1197,218,13,42,495,11,.288,.377,0,0,0,0,0,1567,0,2001,magadda01
FALSE,FALSE,Harl Maggert,1,89,12,25,3,0,3,19,0,.281,.416,0,0,0,0,0,37,0,1938,maggeha02
FALSE,FALSE,Stubby Magner,1,33,3,7,0,0,0,4,1,.212,.212,0,0,0,0,0,7,0,1911,magnest01
FALSE,FALSE,Tom Magrann,1,10,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1989,magrato01
FALSE,FALSE,Frank Mahar,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1902,maharfr01
FALSE,FALSE,Kevin Mahar,1,18,2,3,1,0,0,1,0,.167,.222,0,0,0,0,0,4,0,2007,maharke01
FALSE,FALSE,Tom Maher,1,1,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1902,maherto01
FALSE,FALSE,Danny Mahoney,1,0,0,0,0,0,0,0,0,.000,.000,0,0,0,0,0,0,0,1911,mahonda02
FALSE,FALSE,Jim Mahoney,4,210,32,48,4,1,4,15,1,.229,.314,0,0,0,0,0,66,0,1965,mahonji01
FALSE,FALSE,Joe Mahoney,2,33,2,8,1,0,1,4,0,.242,.364,0,0,0,0,0,12,0,2013,mahonjo01
FALSE,FALSE,Mikie Mahtook,5,884,112,208,33,9,33,97,14,.235,.405,0,0,0,0,0,358,0,2019,mahtomi01
FALSE,FALSE,Luke Maile,5,605,53,120,30,2,10,60,4,.198,.304,0,0,0,0,0,184,0,2019,mailelu01
FALSE,FALSE,Val Majewski,1,13,3,2,1,0,0,1,0,.154,.231,0,0,0,0,0,3,0,2004,majewva01
FALSE,FALSE,Charlie Malay,1,349,33,88,7,2,1,31,13,.252,.292,0,0,0,0,0,102,0,1905,malaych01
FALSE,FALSE,Joe Malay,2,25,0,4,0,0,0,2,0,.160,.160,0,0,0,0,0,4,0,1935,malayjo01
FALSE,FALSE,Candy Maldonado,15,4106,498,1042,227,17,146,618,34,.254,.424,0,0,0,0,0,1741,0,1995,maldoca01
FALSE,FALSE,Jim Maler,3,310,24,70,10,3,5,31,1,.226,.326,0,0,0,0,0,101,0,1983,malerji01
FALSE,FALSE,Bobby Malkmus,6,572,69,123,15,5,8,46,3,.215,.301,0,0,0,0,0,172,0,1962,malkmbo01
FALSE,FALSE,Jerry Mallett,1,15,1,4,0,0,0,1,0,.267,.267,0,0,0,0,0,4,0,1959,malleje01
FALSE,FALSE,Les Mallon,4,1300,156,368,65,5,8,119,4,.283,.359,0,0,0,0,0,467,0,1935,mallole01
FALSE,FALSE,Sheldon Mallory,1,126,19,27,4,1,0,5,12,.214,.262,0,0,0,0,0,33,0,1977,mallosh01
FALSE,FALSE,Billy Maloney,6,2476,294,585,54,42,6,177,155,.236,.299,0,0,0,0,0,741,0,1908,malonbi01
FALSE,FALSE,Eddie Malone,2,241,19,62,9,2,1,26,2,.257,.324,0,0,0,0,0,78,0,1950,maloned01
FALSE,FALSE,Fergy Malone,7,1052,200,288,32,7,1,157,21,.274,.320,0,0,0,0,0,337,0,1884,malonfe01
FALSE,FALSE,Martin Malone,1,16,2,6,0,0,0,3,0,.375,.375,0,0,0,0,0,6,0,1872,malonma01
FALSE,FALSE,Trey Mancini,4,1741,243,480,88,9,86,238,2,.276,.485,0,0,0,0,0,844,0,2019,mancitr01
FALSE,FALSE,Frank Mancuso,4,1002,85,241,37,7,5,98,2,.241,.306,0,0,0,0,0,307,0,1947,mancufr01
FALSE,FALSE,Carl Manda,1,15,2,4,0,0,0,1,1,.267,.267,0,0,0,0,0,4,0,1914,mandaca01
FALSE,FALSE,Jim Mangan,3,59,5,9,0,0,0,5,0,.153,.153,0,0,0,0,0,9,0,1956,mangaji01
FALSE,FALSE,Matt Mangini,1,38,2,8,0,0,0,1,0,.211,.211,0,0,0,0,0,8,0,2010,mangima01
FALSE,FALSE,Pepe Mangual,6,972,155,235,35,6,16,83,64,.242,.340,0,0,0,0,0,330,0,1977,mangupe01
FALSE,FALSE,Charlie Manlove,1,17,1,3,0,0,0,0,0,.176,.176,0,0,0,0,0,3,0,1884,manloch01
